id,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,mental_health_consequence
M404,35,M,United States,CA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Some of them,Some of them,No,Maybe,No,Yes,I'm troubled by the way that our hiring process tends to filter out non-neurotypicals of all stripes. Competent people who act a little funny can be hard to hire.,No
M405,29,male,Germany,NA,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,No,No,No,Don't know,Very easy,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA,No
M406,26,Male,United States,CA,No,Yes,No,NA,Jun-25,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,Some of them,Yes,Maybe,Maybe,No,No,NA,No
M407,33,Male,United States,NH,No,Yes,Yes,Never,26-100,Yes,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Yes,Some of them,No,No,Yes,No,NA,Yes
M408,33,Male,United States,CA,No,No,No,NA,More than 1000,Yes,No,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,Some of them,No,No,Maybe,Yes,No,NA,Yes
M409,22,Male,Brazil,NA,Yes,No,No,Never,Jun-25,Yes,No,Don't know,No,No,No,Don't know,Somewhat easy,No,Yes,Yes,Maybe,No,Don't know,No,NA,No
M410,30,female,Spain,NA,No,Yes,No,NA,500-1000,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,Don't know,No,NA,Yes
M411,33,male,United States,OH,No,Yes,Yes,Often,More than 1000,Yes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,No,No,No,No,No,No,No,NA,Yes
M412,31,Female,United States,OH,No,Yes,Yes,Rarely,More than 1000,No,No,Don't know,Not sure,No,Don't know,Don't know,Very difficult,Maybe,No,No,No,Maybe,No,No,NA,Yes
M413,21,male,United States,MA,No,Yes,No,Never,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Some of them,No,Maybe,Don't know,Yes,NA,No
M414,31,Enby,United Kingdom,NA,No,Yes,Yes,Sometimes,More than 1000,No,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,No,No,Yes,Yes,No,NA,Yes
M415,26,F,United States,OK,No,No,Yes,Sometimes,100-500,Yes,No,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat difficult,No,Some of them,Some of them,No,No,Yes,No,NA,No
M416,30,Male,United States,CA,No,Yes,No,Often,Jun-25,No,No,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,Some of them,Yes,No,No,Don't know,No,NA,No
M417,30,fluid,Germany,NA,No,Yes,Yes,Sometimes,100-500,No,No,Don't know,Not sure,No,No,Don't know,Somewhat difficult,No,Yes,Yes,Maybe,Maybe,No,No,In Germany your employer doesn't really provide mental health benefits. There's a standard and I get that but I would get the same at any other company in Germany.,No
M418,23,Male,India,NA,No,No,No,NA,Jun-25,No,Yes,No,No,No,No,Don't know,Don't know,No,Some of them,Yes,Maybe,Maybe,No,No,NA,No
M419,34,Male,Finland,NA,No,No,No,Never,Jun-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,Yes,Yes,No,Maybe,Don't know,No,NA,No
M420,55,M,United States,ID,No,Yes,Yes,Sometimes,01-May,Yes,Yes,No,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,Yes,NA,Yes
M421,28,male,Germany,NA,No,Yes,Yes,Rarely,01-May,Yes,No,Yes,No,No,No,Yes,Very easy,No,Yes,Yes,No,No,Yes,No,fwiw I am a co founder of this company and the would you X in an interview questions shouldn't reflect how I would treat anyone addressing their own phys/mental health issue to me in such a situation. ,No
M422,26,M,Uruguay,NA,No,No,No,NA,26-100,Yes,No,Don't know,No,Don't know,No,Don't know,Don't know,No,Some of them,No,No,Yes,Don't know,No,NA,No
M423,28,Male,New Zealand,NA,No,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Yes,Yes,Yes,No,Don't know,Very easy,No,Yes,Yes,Yes,Yes,Yes,No,NA,No
M424,32,Male,United Kingdom,NA,No,Yes,Yes,Sometimes,Jun-25,No,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,Some of them,Yes,No,No,Don't know,No,NA,No
M425,28,Female,United States,NY,No,No,Yes,Rarely,More than 1000,No,No,Yes,Yes,No,Don't know,Don't know,Don't know,No,No,No,No,No,Don't know,No,NA,Yes
M426,21,M,United States,CA,No,No,No,Sometimes,Jun-25,No,No,Don't know,Not sure,No,Yes,Yes,Don't know,No,Some of them,Some of them,Maybe,Maybe,Yes,No,NA,No
M427,24,Male,United States,TX,No,Yes,Yes,Sometimes,100-500,No,Yes,No,Yes,No,No,Don't know,Somewhat difficult,No,Some of them,Some of them,No,Maybe,No,Yes,NA,Yes
M428,26,Female,United States,MD,No,Yes,No,NA,More than 1000,No,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,No,Some of them,No,No,No,Don't know,No,NA,Yes
M429,23,Male,United States,IN,No,Yes,No,NA,More than 1000,No,No,Yes,No,No,No,Don't know,Don't know,No,Yes,No,No,Yes,Don't know,No,NA,No
M430,24,Female,United States,OR,No,Yes,No,NA,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,Some of them,Some of them,Yes,Yes,Yes,No,NA,No
M431,28,Male,Canada,NA,Yes,No,No,Never,100-500,Yes,No,Don't know,No,No,No,Don't know,Somewhat easy,No,Some of them,Yes,No,No,Yes,No,NA,No
M432,24,F,United States,NY,No,Yes,Yes,Rarely,Jun-25,No,No,No,No,No,No,Don't know,Very easy,No,No,Some of them,No,Yes,Yes,No,NA,Yes
M433,33,male,United States,MS,Yes,Yes,Yes,Often,01-May,Yes,No,No,No,No,No,Yes,Somewhat easy,Maybe,Some of them,Some of them,Yes,Yes,Don't know,No,NA,Yes
M434,34,male,United States,NJ,No,Yes,No,Sometimes,26-100,No,No,Don't know,No,No,No,Don't know,Don't know,No,Yes,Yes,No,Maybe,Don't know,No,NA,Yes
M435,27,female,United States,CA,No,Yes,Yes,Sometimes,26-100,No,No,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Some of them,Some of them,No,No,Don't know,No,I talked to a psychiatrist once about taking medical leave for mental health issues with his referral. He was willing to help but warned me that I may not want to as he's seen that sort of thing follow people throughout their tech careers (word gets out even if it's confidential at work). I've been terrified of bringing mental health up anywhere that coworkers or potential employers could see ever since.,Yes
M436,28,Male,United States,TN,No,Yes,No,Never,Jun-25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,Some of them,Yes,No,No,Don't know,No,NA,Yes
M437,26,Male,United States,WA,No,No,No,NA,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Yes,No,No,Don't know,Yes,NA,Yes
M438,20,Male,Australia,NA,No,No,No,NA,100-500,Yes,No,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,No,Some of them,Yes,No,No,Don't know,No,NA,Yes
M439,23,female,United States,MA,No,No,Yes,Sometimes,26-100,No,No,Yes,Yes,No,Don't know,Don't know,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Yes
M440,29,Male,United States,PA,No,Yes,Yes,Rarely,01-May,Yes,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,Yes,Yes,Maybe,Maybe,Yes,No,NA,Yes
M441,26,Male,United Kingdom,NA,No,Yes,No,Sometimes,Jun-25,No,No,No,No,No,No,Don't know,Don't know,Maybe,No,No,No,Maybe,No,No,NA,Yes
M442,36,Male,United States,KY,No,Yes,No,Rarely,More than 1000,Yes,No,Yes,No,Yes,Don't know,Don't know,Somewhat easy,No,No,No,No,No,Don't know,No,NA,Yes
M443,41,m,United States,PA,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,Some of them,Yes,Maybe,Yes,Yes,Yes,NA,Yes
M444,33,female,United States,MA,No,No,No,NA,100-500,Yes,Yes,Yes,No,Don't know,No,Don't know,Don't know,No,Some of them,Yes,No,No,Yes,No,NA,Yes
M445,23,M,Canada,NA,No,Yes,Yes,Sometimes,Jun-25,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,Yes,Yes,No,No,Yes,No,NA,No
M446,39,Male,United States,CA,No,Yes,No,Often,More than 1000,No,No,Yes,No,No,Don't know,Don't know,Don't know,No,Some of them,Some of them,No,Maybe,No,Yes,NA,Yes
M447,34,M,United States,VT,No,Yes,No,NA,More than 1000,No,No,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Some of them,No,Maybe,Don't know,Yes,NA,Yes
M448,26,F,United States,CA,No,No,Yes,Sometimes,100-500,No,No,Yes,Yes,No,No,Don't know,Somewhat difficult,Maybe,Some of them,Some of them,No,No,No,Yes,NA,Yes
M449,24,Male,United States,AZ,No,No,Yes,Rarely,26-100,No,Yes,Yes,Yes,Yes,No,Don't know,Don't know,No,Some of them,Yes,No,No,Don't know,No,NA,Yes
M450,37,Male,Canada,NA,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Some of them,Some of them,No,No,Don't know,No,NA,Yes
M451,43,Male,United States,MA,Yes,Yes,Yes,Often,Jun-25,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,No,Yes,Yes,Maybe,Maybe,Yes,No,So much depends upon the organization. ,No
M452,40,Genderqueer,United States,VA,No,Yes,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Maybe,No,Some of them,No,Maybe,Yes,No,NA,Yes
M453,30,male,United States,WA,No,Yes,Yes,Often,More than 1000,No,No,Yes,Yes,Yes,No,Don't know,Very difficult,No,Some of them,No,No,No,No,Yes,NA,Yes
M454,34,M,United States,CA,No,No,Yes,Sometimes,Jun-25,No,No,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Some of them,No,No,No,Don't know,No,Now at starutp.  Previously worked at big tech company which was actually quite good at supporting mental health issues.  Still wouldn't share with bosses/other employees though as there remains a strong negative stigma.,Yes
M455,27,Male,United States,OR,No,Yes,Yes,Sometimes,100-500,No,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,No,No,Yes,Don't know,No,NA,Yes
M456,36,Male,United States,MI,No,No,Yes,Sometimes,More than 1000,No,No,Don't know,No,No,No,Yes,Somewhat easy,No,Yes,Yes,Maybe,Yes,Don't know,No,NA,No
M457,27,Male,Brazil,NA,No,No,Yes,Rarely,Jun-25,No,No,No,Yes,No,No,Don't know,Somewhat easy,No,Some of them,Some of them,No,Maybe,No,No,NA,No
M458,35,Male,Netherlands,NA,No,Yes,Yes,Never,100-500,No,No,Yes,No,No,No,Yes,Don't know,No,No,No,No,Maybe,Don't know,No,Nice job on the text field for gender :-),Yes
M459,32,Male,United Kingdom,NA,No,Yes,Yes,Never,Jun-25,No,Yes,No,No,No,No,Don't know,Don't know,No,Some of them,No,No,Yes,Yes,No,NA,Yes
M460,37,M,United States,OR,No,Yes,Yes,NA,500-1000,No,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Some of them,Some of them,No,No,Don't know,No,NA,Yes
M461,29,Male,United Kingdom,NA,No,Yes,Yes,NA,26-100,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,Some of them,Yes,Maybe,Maybe,Yes,No,NA,No
M462,33,Female ,United States,CA,No,Yes,Yes,Never,500-1000,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Very easy,No,Some of them,Yes,No,No,Yes,No,I currently have the best managers I've ever worked with. I don't have any issues but one of my coworkers recently did and it was handled extremely well. ,No
M463,28,Make,United States,UT,No,No,No,Sometimes,Jun-25,Yes,No,No,Yes,No,No,Don't know,Somewhat easy,Maybe,Some of them,No,No,No,Don't know,No,NA,Yes
M464,26,Female,United States,CA,No,Yes,No,Never,26-100,No,No,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Some of them,No,No,Maybe,No,No,NA,Yes
M465,27,M,United States,TX,No,Yes,Yes,Sometimes,Jun-25,Yes,No,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,No,Some of them,Yes,No,Maybe,Yes,No,NA,Yes
M466,38,Male,United Kingdom,NA,Yes,No,Yes,Sometimes,26-100,Yes,No,No,No,No,No,Yes,Somewhat easy,Maybe,Some of them,Yes,No,Maybe,Yes,No,NA,Yes
M467,57,M,United States,CA,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,No,No,Don't know,Don't know,No,Some of them,Yes,No,Maybe,No,No,NA,Yes
M468,28,Male,United Kingdom,NA,No,Yes,Yes,Sometimes,More than 1000,No,No,No,No,No,No,No,Very difficult,Maybe,No,Some of them,No,Maybe,No,No,NA,Yes
M469,26,male,France,NA,No,Yes,No,Never,Jun-25,No,Yes,No,Yes,No,No,Don't know,Don't know,No,Yes,Yes,Maybe,Maybe,No,No,NA,Yes
M470,42,f,Netherlands,NA,No,Yes,Yes,Rarely,100-500,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Yes
M471,31,Male,United States,OR,No,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,Some of them,Yes,No,No,Yes,No,NA,No
M472,58,Male,United States,CA,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,Some of them,Yes,No,Yes,Yes,No,NA,No
M473,29,Male,United States,OH,No,Yes,No,Sometimes,Jun-25,No,No,Don't know,No,No,No,Don't know,Very difficult,No,No,No,No,Maybe,No,No,NA,Yes
M474,39,Female,United Kingdom,NA,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,No,Yes,Don't know,Don't know,No,Some of them,Some of them,No,Maybe,No,Yes,NA,Yes
M475,34,Male,United States,OH,No,No,No,Sometimes,Jun-25,Yes,No,Don't know,No,No,No,Don't know,Very difficult,No,Some of them,Yes,No,Maybe,Don't know,No,NA,Yes
M476,57,Male,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,Maybe,No,No,No,Maybe,Don't know,No,NA,Yes
M477,27,Male,Germany,NA,No,Yes,Yes,Sometimes,Jun-25,No,Yes,No,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Some of them,No,No,No,No,Yes,NA,Yes
M478,23,male,Germany,NA,Yes,Yes,Yes,Often,26-100,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Maybe,Yes,Yes,Maybe,Yes,Don't know,No,you rock for doing this!,No
M479,18,male,Finland,NA,No,No,No,NA,500-1000,Yes,No,Don't know,No,No,Don't know,Don't know,Very easy,No,No,No,No,Maybe,Don't know,No,NA,Yes
M480,30,female,United States,NY,No,No,No,NA,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them,Yes,No,Maybe,Don't know,No,NA,Yes
M481,23,Male,United States,VA,No,No,No,Never,26-100,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Yes,Yes,Maybe,Yes,Yes,No,NA,No
M482,43,M,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,No,No,Yes,Don't know,No,NA,Yes
M483,18,Female,United Kingdom,NA,No,Yes,Yes,Sometimes,01-May,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,I don't have a job :D,Yes
M484,29,male,United States,IL,No,No,Yes,Rarely,Jun-25,No,Yes,Yes,Yes,No,No,Don't know,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Yes
M485,48,M,United States,TX,No,No,No,Never,Jun-25,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,No,No,Maybe,Don't know,No,NA,Yes
M486,43,male,Germany,NA,No,No,Yes,Sometimes,26-100,No,No,No,Yes,Don't know,No,Don't know,Somewhat easy,No,Some of them,Some of them,No,Yes,No,Yes,NA,Yes
M487,28,Female,United States,NY,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,Some of them,No,No,Maybe,Don't know,No,NA,Yes
M488,30,Male,United States,CA,Yes,Yes,Yes,Often,01-May,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,Yes,Yes,No,No,Yes,No,NA,Yes
M489,26,Male,Israel,MD,No,No,Yes,Sometimes,Jun-25,No,No,No,No,No,No,Yes,Very easy,No,Some of them,Yes,No,Maybe,Yes,No,Israel has public health insurance for everyone. Everyone has free mental health coverage and it's quite good. So that explains some of my answers.,Yes
M490,33,Male,Italy,NA,No,No,Yes,Never,Jun-25,No,No,No,No,No,No,Don't know,Don't know,Maybe,Some of them,Some of them,No,No,No,No,NA,Yes
M491,31,Male,United States,CA,No,No,Yes,NA,More than 1000,No,Yes,Yes,Not sure,Don't know,Don't know,Yes,Don't know,No,No,Some of them,No,No,Yes,No,NA,Yes
M492,30,M,United States,PA,No,No,Yes,Rarely,100-500,No,No,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them,Some of them,No,No,Don't know,No,NA,No
M493,27,Male,Israel,NA,No,No,No,NA,26-100,No,Yes,No,No,No,No,Don't know,Somewhat difficult,No,Some of them,No,No,Maybe,No,Yes,NA,Yes
M494,24,Female,United States,CA,Yes,Yes,Yes,Sometimes,01-May,Yes,No,No,No,Don't know,Don't know,Don't know,Don't know,No,Some of them,Some of them,No,No,Don't know,Yes,NA,Yes
M495,25,male,United States,WA,No,No,No,NA,26-100,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,No,No,No,Don't know,No,NA,Yes
M496,23,Female,United States,NY,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Not sure,Don't know,No,Don't know,Don't know,No,Some of them,Some of them,No,No,Yes,Yes,NA,No
M497,36,m,United States,TX,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Some of them,No,No,No,No,Yes,Stigma is the worst. People first language is a small step but we can't get that right.,Yes
M498,25,female,United States,CA,Yes,Yes,Yes,Often,01-May,Yes,Yes,Don't know,Not sure,No,No,Yes,Somewhat difficult,No,Some of them,No,No,Maybe,No,Yes,NA,Yes
M499,54,Male,United Kingdom,NA,No,No,Yes,Sometimes,More than 1000,Yes,No,No,Yes,Yes,Yes,Yes,Very easy,No,Yes,Yes,Maybe,Maybe,No,No,NA,Yes
M500,34,Male,Netherlands,NA,No,No,No,Rarely,Jun-25,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,Some of them,Some of them,No,Maybe,Yes,No,-,Yes
M501,38,female,United States,AZ,No,No,Yes,NA,26-100,No,No,Yes,Yes,No,No,Yes,Don't know,Maybe,No,No,No,No,No,No,NA,No
M502,40,Male,Ireland,NA,Yes,Yes,No,NA,More than 1000,No,Yes,No,No,No,No,No,Don't know,Maybe,Some of them,No,No,Maybe,No,Yes,NA,Yes
M503,32,male,United Kingdom,NA,No,No,No,NA,26-100,No,Yes,No,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,No,Maybe,Don't know,No,NA,No
M504,25,Male,Germany,NA,No,No,No,Never,More than 1000,No,No,Don't know,Not sure,Don't know,Yes,Don't know,Don't know,No,Yes,Yes,No,Yes,Don't know,No,NA,No
M505,35,Female,United States,OH,No,No,Yes,Sometimes,100-500,No,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,No,No,Maybe,No,No,NA,Yes
M506,46,male,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,No,Some of them,No,No,No,Yes,No,NA,Yes
M507,42,male,United States,KS,No,No,No,Never,100-500,No,No,Yes,No,Yes,No,Don't know,Very difficult,No,Yes,Yes,Maybe,Yes,No,No,NA,Yes
M508,32,male,United Kingdom,NA,No,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Yes,No,No,No,Don't know,Don't know,No,Yes,Yes,Maybe,Maybe,Yes,No,NA,No
M509,47,M,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,Some of them,Yes,No,Yes,Yes,No,NA,No
M510,22,Male,United States,CA,No,No,No,NA,More than 1000,No,Yes,Yes,Not sure,Yes,Don't know,Yes,Don't know,No,Some of them,Yes,No,Maybe,Yes,No,NA,No
M511,33,Female,United States,NY,No,No,Yes,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,Some of them,Some of them,No,No,Don't know,No,NA,No
M512,25,f,United States,WA,No,No,No,Sometimes,Jun-25,No,Yes,No,No,No,No,No,Somewhat easy,No,Some of them,No,No,No,Yes,No,NA,Maybe
M513,29,M,United States,CA,No,No,No,NA,More than 1000,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,No,No,Maybe,Don't know,No,NA,Maybe
M514,39,Male,United States,WA,No,No,No,Never,26-100,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,Yes,Yes,No,No,Yes,No,I work for an extremely supportive company and we are amazingly open about mental health issues. Employees often share their struggles with the whole team and receive a high level of support in return.,No
M515,38,male,United States,VA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,No,No,No,No,No,No,No,NA,Yes
M516,43,Male,United States,NC,No,No,No,NA,Jun-25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,Some of them,No,No,No,Don't know,No,NA,Maybe
M517,46,Male,United States,OH,No,No,Yes,Rarely,500-1000,Yes,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,No,Some of them,Yes,No,Maybe,Yes,No,NA,No
M518,38,Female,United States,PA,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,Yes,Yes,No,No,No,Yes,NA,Maybe
M519,33,Male,Germany,NA,No,No,Yes,Sometimes,Jun-25,No,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,Some of them,Some of them,No,Maybe,No,No,NA,Yes
M520,34,Male,United Kingdom,NA,No,Yes,Yes,Often,26-100,No,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Yes,Yes,No,No,No,No,NA,Maybe
M521,62,M,United States,CA,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Don't know,No,Some of them,Yes,Maybe,Maybe,Yes,No,NA,Maybe
M522,23,F,United States,TX,No,No,No,NA,More than 1000,No,No,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,Maybe,Some of them,Some of them,No,No,Don't know,No,NA,Maybe
M523,35,Male,United States,AZ,No,No,No,NA,More than 1000,No,No,No,No,No,No,Don't know,Don't know,Maybe,No,No,No,No,No,No,NA,Maybe
M524,25,Male,Bosnia and Herzegovina,NA,No,Yes,No,Rarely,26-100,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Yes,No,No,No,No,Don't know,Yes,NA,Maybe
M525,36,M,United States,IL,Yes,Yes,Yes,Sometimes,01-May,Yes,Yes,Don't know,Yes,Don't know,No,Yes,Somewhat difficult,No,Some of them,Yes,No,Yes,Yes,No,NA,Maybe
M526,41,Female,United States,NA,No,Yes,Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Some of them,Some of them,No,No,Yes,No,NA,Maybe
M527,24,male,Austria,NA,Yes,No,No,Sometimes,01-May,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Somewhat easy,No,Some of them,Some of them,Maybe,Maybe,Yes,No,NA,No
M528,51,Male,New Zealand,NA,No,No,Yes,Sometimes,26-100,Yes,Yes,No,Yes,Yes,No,No,Somewhat difficult,Yes,No,No,No,No,Don't know,Yes,NA,Yes
M529,29,M,United States,NC,No,No,Yes,Sometimes,Jun-25,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Some of them,No,No,Yes,No,NA,No
M530,31,Female,Canada,NA,Yes,Yes,Yes,Sometimes,100-500,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Some of them,Yes,No,No,Yes,No,NA,Maybe
M531,27,Male,United Kingdom,NA,No,No,No,NA,Jun-25,No,Yes,No,No,No,No,Don't know,Don't know,No,Some of them,Yes,No,Yes,Don't know,No,NA,No
M532,31,Male,Australia,NA,No,No,Yes,Rarely,100-500,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,Yes,Yes,Yes,Yes,No,No,NA,No
M533,27,female,Hungary,NA,Yes,Yes,No,Sometimes,01-May,Yes,Yes,No,No,No,No,No,Very difficult,Maybe,No,No,No,Maybe,No,No,NA,Yes
